teamID,name,sail,tag,owner,color,model,posixStartTime
639,Nosurprise,60611,J111/C-M Trophy,David Irish,BA55D3,J111,1373737800
925,Rhumb Runner,51219,Beneteau 40.7/C-M Trophy,Katie Goldman,F0E68C,Beneteau 40.7,1373736600
105,Scheherezade,83,Beneteau 36.7/Mackinac Cup,Jamal Alwattar,FFEFD5,Beneteau 36.7,1373734800
286,Spirit Walker,28380,Section 03/C-M Trophy,Vern McCain,CD5C5C,Sydney 41,1373738400
313,Split Decision,82,Beneteau 36.7/Mackinac Cup,Mark Norris,FAFAD2,Beneteau 36.7,1373734800
212,High Priority 2,25411,Multihull,David Shneider,7CFC00,Corsair 31,1373739600
617,Koko Loko,34,Section 03/C-M Trophy,Tomek Kokocinski,FF69B4,Flying Tiger 10,1373738400
209,Kokomo,97834,Section 02/C-M Trophy,Wesson E Schulz,A9A9A9,Schock 55,1373739000
1260,Ocean,7779,Turbo/C-M Trophy,Gary Feracota,CD5C5C,Andrews 77,1373740800
288,Thirsty Tiger,87666,Section 01/C-M Trophy,A.G. D'Ottavio,B0E0E6,Santa Cruz 70,1373740200
1336,Advantage,35007,Section 05/C-M Trophy,John Vermeulen,5F9EA0,Beneteau First Class 12,1373736000
946,Majic,2,Section 03/C-M Trophy,William Hoyer,7FFFD4,Sydney 41,1373738400
1113,Crazy Diamond,52734,Section 05/C-M Trophy,Martin Crain,D2691E,C&C 110,1373736000
966,Fast Tango,15004,Section 07/Mackinac Cup,Tim Prophit,BA55D3,North American 40,1373733000
114,Hiwassee,39530,Section 03/C-M Trophy,Ian Fisher,7CFC00,Farr 395,1373738400
242,Willie J,50799,Section 03/C-M Trophy,Doug Petter,DDA0DD,J130,1373738400
57,Windancer,52701,Section 01/C-M Trophy,John Nedeau,A9A9A9,Santa Cruz 70,1373740200
1381,Cahoots,6525,Section 07/Mackinac Cup,Michael Ciechanowski,FFFACD,Peterson 34,1373733000
629,Erizo De Mar,101,Beneteau 36.7/Mackinac Cup,Antoni Czupryna,A0522D,Beneteau 36.7,1373734800
230,Heartbreaker Experience,7119,Section 02/C-M Trophy,Robert L Hughes,BA55D3,Taylor 49,1373739000
241,Regardless,40625,Section 04/C-M Trophy,Stuart Taylor,F0E68C,Nelson Marek 40,1373737200
994,Sin Duda!,28252,Section 02/C-M Trophy,Lindsey Duda,DC143C,Santa Cruz 52,1373739000
1123,Vortices,7145,Section 02/C-M Trophy,Christopher  Saxton,FF6347,J145,1373739000
5,Jahazi,52039,Section 04/C-M Trophy,Frank Giampoli,8FBC8F,J120,1373737200
647,Lucky Strike,82946,Multihull,Fred Ball,D2691E,Newick 50,1373739600
1102,Mental,022,J111/C-M Trophy,Paul Stahlberg,BA55D3,J111,1373737800
90,Vayu,51377,Beneteau 40.7/C-M Trophy,Ronald Buzil,FFFACD,Beneteau 40.7,1373736600
